Date,Region,Service_Category,Total_Requests,Online_Requests,Offline_Requests,Successful_Requests,Failed_Requests,Avg_Response_Time_sec,Customer_Satisfaction_Score
2025-11-09,Sumgait,E-Government,179,150,29,170,9,1.86,4.82
2025-11-09,Sumgait,Digital ID,142,106,36,125,17,2.7,3.63
2025-11-09,Sumgait,Online Payments,149,106,43,129,20,2.07,4.11
2025-11-09,Sumgait,Business Registration,167,140,27,144,23,1.57,4.37
2025-11-09,Sumgait,Citizen Portal,251,182,69,232,19,3.65,4.46
2025-11-09,Lankaran,E-Government,196,119,77,168,28,4.4,4.64
2025-11-09,Lankaran,Digital ID,53,37,16,48,5,2.24,3.91
2025-11-09,Lankaran,Online Payments,216,160,56,200,16,3.75,4.64
2025-11-09,Lankaran,Business Registration,190,146,44,185,5,4.43,4.0
2025-11-09,Lankaran,Citizen Portal,236,154,82,230,6,3.47,3.66
2025-11-09,Shaki,E-Government,214,175,39,188,26,5.23,3.63
2025-11-09,Shaki,Digital ID,260,184,76,226,34,3.05,4.34
2025-11-09,Shaki,Online Payments,85,70,15,73,12,2.51,3.69
2025-11-09,Shaki,Business Registration,75,50,25,65,10,4.33,4.73
2025-11-09,Shaki,Citizen Portal,113,97,16,105,8,2.58,4.08
2025-11-09,Nakhchivan,E-Government,63,38,25,60,3,1.82,4.25
2025-11-09,Nakhchivan,Digital ID,282,252,30,246,36,3.5,4.69
2025-11-09,Nakhchivan,Online Payments,285,229,56,245,40,3.45,4.85
2025-11-09,Nakhchivan,Business Registration,184,125,59,177,7,2.61,3.93
2025-11-09,Nakhchivan,Citizen Portal,97,69,28,86,11,2.78,3.64
2025-11-10,Baku,E-Government,73,50,23,66,7,3.22,3.58
2025-11-10,Baku,Digital ID,102,86,16,99,3,1.52,3.62
2025-11-10,Baku,Online Payments,216,182,34,188,28,3.66,3.86
2025-11-10,Baku,Business Registration,135,97,38,126,9,2.06,4.83
2025-11-10,Baku,Citizen Portal,270,204,66,261,9,3.44,4.21
2025-11-10,Ganja,E-Government,57,41,16,53,4,1.78,4.16
2025-11-10,Ganja,Digital ID,285,196,89,264,21,2.54,3.63
2025-11-10,Ganja,Online Payments,60,37,23,54,6,5.05,4.78
2025-11-10,Ganja,Business Registration,299,267,32,280,19,5.19,4.78
2025-11-10,Ganja,Citizen Portal,291,200,91,255,36,3.99,4.38
2025-11-10,Sumgait,E-Government,98,86,12,90,8,5.0,4.6
2025-11-10,Sumgait,Digital ID,217,195,22,192,25,3.08,4.51
2025-11-10,Sumgait,Online Payments,166,113,53,155,11,1.96,4.8
2025-11-10,Sumgait,Business Registration,158,108,50,148,10,2.48,4.08
2025-11-10,Sumgait,Citizen Portal,162,110,52,158,4,5.24,4.4
2025-11-10,Lankaran,E-Government,245,182,63,229,16,4.55,4.22
2025-11-10,Lankaran,Digital ID,205,183,22,186,19,5.23,4.97
2025-11-10,Lankaran,Online Payments,243,159,84,216,27,3.2,3.58
2025-11-10,Lankaran,Business Registration,179,132,47,156,23,2.86,3.66
2025-11-10,Lankaran,Citizen Portal,298,262,36,257,41,5.2,3.63
2025-11-10,Shaki,E-Government,113,81,32,96,17,2.98,4.42
2025-11-10,Shaki,Digital ID,184,113,71,162,22,3.36,4.63
2025-11-10,Shaki,Online Payments,190,115,75,176,14,2.23,4.92
2025-11-10,Shaki,Business Registration,141,113,28,120,21,3.27,4.68
2025-11-10,Shaki,Citizen Portal,189,150,39,177,12,4.57,4.13
2025-11-10,Nakhchivan,E-Government,151,101,50,128,23,5.43,3.85
2025-11-10,Nakhchivan,Digital ID,97,67,30,83,14,4.09,4.21
2025-11-10,Nakhchivan,Online Payments,104,74,30,101,3,4.29,4.56
2025-11-10,Nakhchivan,Business Registration,188,121,67,160,28,2.55,3.76
2025-11-10,Nakhchivan,Citizen Portal,195,168,27,171,24,3.09,4.02
2025-11-11,Baku,E-Government,208,130,78,185,23,3.12,4.64
2025-11-11,Baku,Digital ID,76,45,31,68,8,3.57,3.6
2025-11-11,Baku,Online Payments,280,179,101,254,26,3.51,3.96
2025-11-11,Baku,Business Registration,116,82,34,106,10,3.38,3.57
2025-11-11,Baku,Citizen Portal,232,174,58,207,25,3.15,4.6
2025-11-11,Ganja,E-Government,142,125,17,138,4,1.56,4.59
2025-11-11,Ganja,Digital ID,109,70,39,97,12,2.74,4.98
2025-11-11,Ganja,Online Payments,296,201,95,262,34,5.42,4.83
2025-11-11,Ganja,Business Registration,82,61,21,72,10,4.62,4.67
2025-11-11,Ganja,Citizen Portal,108,82,26,101,7,4.49,3.81
2025-11-11,Sumgait,E-Government,72,48,24,63,9,2.75,4.18
2025-11-11,Sumgait,Digital ID,185,130,55,174,11,5.03,4.66
2025-11-11,Sumgait,Online Payments,164,115,49,150,14,5.19,4.44
2025-11-11,Sumgait,Business Registration,102,89,13,98,4,2.12,4.73
2025-11-11,Sumgait,Citizen Portal,218,168,50,198,20,1.52,4.03
2025-11-11,Lankaran,E-Government,81,72,9,73,8,3.2,4.47
2025-11-11,Lankaran,Digital ID,271,221,50,255,16,5.39,3.97
2025-11-11,Lankaran,Online Payments,129,97,32,119,10,4.89,4.09
2025-11-11,Lankaran,Business Registration,287,187,100,271,16,4.4,5.0
2025-11-11,Lankaran,Citizen Portal,291,190,101,275,16,1.83,4.24
2025-11-11,Shaki,E-Government,82,69,13,77,5,1.95,4.75
2025-11-11,Shaki,Digital ID,204,165,39,181,23,5.4,4.51
2025-11-11,Shaki,Online Payments,294,251,43,279,15,3.59,4.5
2025-11-11,Shaki,Business Registration,68,54,14,64,4,2.45,4.3
2025-11-11,Shaki,Citizen Portal,132,93,39,129,3,2.72,3.66
2025-11-11,Nakhchivan,E-Government,116,84,32,100,16,2.86,4.71
2025-11-11,Nakhchivan,Digital ID,99,76,23,94,5,4.86,4.59
2025-11-11,Nakhchivan,Online Payments,199,125,74,182,17,4.41,3.99
2025-11-11,Nakhchivan,Business Registration,102,77,25,98,4,4.85,3.85
2025-11-11,Nakhchivan,Citizen Portal,111,80,31,98,13,2.93,3.94
2025-11-12,Baku,E-Government,183,164,19,178,5,2.82,3.5
2025-11-12,Baku,Digital ID,263,231,32,253,10,4.0,3.53
2025-11-12,Baku,Online Payments,93,72,21,87,6,2.88,4.03
2025-11-12,Baku,Business Registration,272,180,92,262,10,5.06,4.08
2025-11-12,Baku,Citizen Portal,150,115,35,145,5,3.91,4.45
2025-11-12,Ganja,E-Government,191,131,60,175,16,1.98,4.02
2025-11-12,Ganja,Digital ID,211,167,44,196,15,2.33,3.56
2025-11-12,Ganja,Online Payments,166,127,39,162,4,4.07,4.25
2025-11-12,Ganja,Business Registration,271,186,85,261,10,2.45,4.99
2025-11-12,Ganja,Citizen Portal,150,114,36,128,22,4.37,3.84
2025-11-12,Sumgait,E-Government,76,60,16,67,9,3.92,3.81
2025-11-12,Sumgait,Digital ID,246,214,32,234,12,2.47,4.25
2025-11-12,Sumgait,Online Payments,123,99,24,119,4,4.66,3.74
2025-11-12,Sumgait,Business Registration,250,202,48,217,33,5.3,4.99
2025-11-12,Sumgait,Citizen Portal,94,62,32,82,12,2.7,3.69
2025-11-12,Lankaran,E-Government,201,137,64,180,21,1.87,4.01
2025-11-12,Lankaran,Digital ID,126,94,32,120,6,1.74,4.31
2025-11-12,Lankaran,Online Payments,60,47,13,54,6,3.19,3.99
2025-11-12,Lankaran,Business Registration,292,206,86,273,19,5.31,4.71
2025-11-12,Lankaran,Citizen Portal,73,44,29,70,3,3.46,4.72
2025-11-12,Shaki,E-Government,264,206,58,227,37,4.92,4.79
2025-11-12,Shaki,Digital ID,115,81,34,98,17,4.25,3.91
2025-11-12,Shaki,Online Payments,202,122,80,195,7,2.88,3.63
2025-11-12,Shaki,Business Registration,244,206,38,235,9,2.91,4.03
2025-11-12,Shaki,Citizen Portal,110,85,25,102,8,4.17,4.15
2025-11-12,Nakhchivan,E-Government,83,50,33,78,5,4.56,4.72
2025-11-12,Nakhchivan,Digital ID,159,106,53,136,23,3.52,4.31
2025-11-12,Nakhchivan,Online Payments,250,170,80,218,32,2.43,3.53
2025-11-12,Nakhchivan,Business Registration,212,139,73,207,5,5.04,4.21
2025-11-12,Nakhchivan,Citizen Portal,251,151,100,245,6,3.32,4.99
2025-11-13,Baku,E-Government,179,141,38,156,23,4.32,4.56
2025-11-13,Baku,Digital ID,164,135,29,155,9,4.69,4.64
2025-11-13,Baku,Online Payments,92,66,26,79,13,5.49,4.3
2025-11-13,Baku,Business Registration,153,124,29,142,11,2.43,4.82
2025-11-13,Baku,Citizen Portal,281,177,104,246,35,3.75,3.73
2025-11-13,Ganja,E-Government,134,106,28,127,7,3.16,4.91
2025-11-13,Ganja,Digital ID,123,95,28,108,15,4.52,4.88
2025-11-13,Ganja,Online Payments,267,239,28,260,7,4.59,4.23
2025-11-13,Ganja,Business Registration,94,65,29,85,9,3.52,4.21
2025-11-13,Ganja,Citizen Portal,168,123,45,153,15,4.16,4.27
2025-11-13,Sumgait,E-Government,232,169,63,199,33,2.35,4.36
2025-11-13,Sumgait,Digital ID,57,40,17,53,4,3.15,4.86
2025-11-13,Sumgait,Online Payments,233,206,27,199,34,5.4,4.48
2025-11-13,Sumgait,Business Registration,153,132,21,144,9,1.75,3.67
2025-11-13,Sumgait,Citizen Portal,133,84,49,122,11,1.79,3.94
2025-11-13,Lankaran,E-Government,112,81,31,104,8,2.07,4.58
2025-11-13,Lankaran,Digital ID,299,190,109,289,10,4.85,4.06
2025-11-13,Lankaran,Online Payments,50,30,20,48,2,4.57,4.38
2025-11-13,Lankaran,Business Registration,74,54,20,68,6,4.02,4.98
2025-11-13,Lankaran,Citizen Portal,269,184,85,235,34,2.59,3.94
2025-11-13,Shaki,E-Government,271,175,96,253,18,3.65,4.71
2025-11-13,Shaki,Digital ID,247,170,77,226,21,2.77,4.14
2025-11-13,Shaki,Online Payments,91,58,33,80,11,2.12,4.62
2025-11-13,Shaki,Business Registration,265,175,90,259,6,3.4,4.58
2025-11-13,Shaki,Citizen Portal,285,173,112,244,41,2.97,4.39
2025-11-13,Nakhchivan,E-Government,146,93,53,127,19,4.35,3.51
2025-11-13,Nakhchivan,Digital ID,119,76,43,112,7,3.79,4.94
2025-11-13,Nakhchivan,Online Payments,172,150,22,162,10,2.85,3.61
2025-11-13,Nakhchivan,Business Registration,110,89,21,101,9,4.26,4.31
2025-11-13,Nakhchivan,Citizen Portal,58,50,8,50,8,3.31,4.57
2025-11-14,Baku,E-Government,221,154,67,206,15,5.21,4.39
2025-11-14,Baku,Digital ID,293,229,64,263,30,1.92,3.71
2025-11-14,Baku,Online Payments,168,123,45,147,21,4.59,4.08
2025-11-14,Baku,Business Registration,59,50,9,54,5,2.14,4.42
2025-11-14,Baku,Citizen Portal,84,56,28,72,12,2.94,4.38
2025-11-14,Ganja,E-Government,129,90,39,120,9,2.3,3.55
2025-11-14,Ganja,Digital ID,237,210,27,222,15,4.03,4.54
2025-11-14,Ganja,Online Payments,106,87,19,96,10,1.87,3.81
2025-11-14,Ganja,Business Registration,238,192,46,224,14,4.71,4.73
2025-11-14,Ganja,Citizen Portal,159,112,47,149,10,3.06,4.97
2025-11-14,Sumgait,E-Government,283,217,66,257,26,2.7,4.0
2025-11-14,Sumgait,Digital ID,236,164,72,222,14,3.0,3.93
2025-11-14,Sumgait,Online Payments,147,101,46,127,20,2.7,4.84
2025-11-14,Sumgait,Business Registration,197,145,52,171,26,5.18,4.95
2025-11-14,Sumgait,Citizen Portal,155,137,18,145,10,4.92,4.29
2025-11-14,Lankaran,E-Government,210,161,49,183,27,3.75,4.48
2025-11-14,Lankaran,Digital ID,170,116,54,150,20,5.11,4.76
2025-11-14,Lankaran,Online Payments,78,52,26,74,4,2.07,4.14
2025-11-14,Lankaran,Business Registration,58,44,14,53,5,2.13,3.77
2025-11-14,Lankaran,Citizen Portal,217,178,39,199,18,4.87,4.39
2025-11-14,Shaki,E-Government,105,71,34,101,4,4.07,4.17
2025-11-14,Shaki,Digital ID,63,51,12,61,2,3.23,4.19
2025-11-14,Shaki,Online Payments,216,150,66,185,31,1.65,3.76
2025-11-14,Shaki,Business Registration,260,175,85,253,7,4.11,4.78
2025-11-14,Shaki,Citizen Portal,130,93,37,122,8,3.81,4.29
2025-11-14,Nakhchivan,E-Government,104,92,12,94,10,5.4,4.74
2025-11-14,Nakhchivan,Digital ID,159,140,19,143,16,1.64,3.52
2025-11-14,Nakhchivan,Online Payments,119,103,16,112,7,4.72,4.3
2025-11-14,Nakhchivan,Business Registration,248,162,86,227,21,1.91,4.74
2025-11-14,Nakhchivan,Citizen Portal,231,197,34,217,14,2.39,4.73
2025-11-15,Baku,E-Government,232,177,55,207,25,1.84,3.76
2025-11-15,Baku,Digital ID,128,94,34,111,17,2.17,4.45
2025-11-15,Baku,Online Payments,128,80,48,123,5,3.33,4.04
2025-11-15,Baku,Business Registration,51,34,17,47,4,3.44,4.5
2025-11-15,Baku,Citizen Portal,111,85,26,94,17,4.12,4.68
2025-11-15,Ganja,E-Government,95,68,27,87,8,5.34,3.89
2025-11-15,Ganja,Digital ID,273,179,94,235,38,1.89,4.65
2025-11-15,Ganja,Online Payments,292,204,88,258,34,3.22,4.62
2025-11-15,Ganja,Business Registration,107,70,37,101,6,4.5,4.28
2025-11-15,Ganja,Citizen Portal,165,133,32,145,20,2.07,4.44
2025-11-15,Sumgait,E-Government,212,145,67,197,15,4.1,3.81
2025-11-15,Sumgait,Digital ID,177,118,59,164,13,5.48,3.91
2025-11-15,Sumgait,Online Payments,131,94,37,113,18,4.02,4.03
2025-11-15,Sumgait,Business Registration,257,219,38,226,31,4.89,4.17
2025-11-15,Sumgait,Citizen Portal,197,154,43,190,7,5.17,4.34
2025-11-15,Lankaran,E-Government,81,55,26,78,3,5.04,4.02
2025-11-15,Lankaran,Digital ID,294,200,94,250,44,3.81,4.75
2025-11-15,Lankaran,Online Payments,270,211,59,260,10,4.04,4.91
2025-11-15,Lankaran,Business Registration,170,103,67,165,5,3.62,4.93
2025-11-15,Lankaran,Citizen Portal,146,102,44,138,8,4.9,4.13
2025-11-15,Shaki,E-Government,189,138,51,175,14,3.25,3.58
2025-11-15,Shaki,Digital ID,141,116,25,137,4,3.25,3.62
2025-11-15,Shaki,Online Payments,115,74,41,107,8,4.15,4.86
2025-11-15,Shaki,Business Registration,284,209,75,256,28,3.76,4.53
2025-11-15,Shaki,Citizen Portal,196,146,50,170,26,2.69,4.08
2025-11-15,Nakhchivan,E-Government,291,224,67,254,37,2.73,3.99
2025-11-15,Nakhchivan,Digital ID,296,186,110,283,13,5.23,4.53
2025-11-15,Nakhchivan,Online Payments,92,57,35,80,12,5.08,4.29
2025-11-15,Nakhchivan,Business Registration,299,242,57,273,26,2.26,3.76
2025-11-15,Nakhchivan,Citizen Portal,186,132,54,161,25,2.61,4.47
2025-11-16,Baku,E-Government,58,36,22,52,6,1.83,4.09
2025-11-16,Baku,Digital ID,81,70,11,70,11,3.1,3.7
2025-11-16,Baku,Online Payments,110,77,33,104,6,4.28,4.81
2025-11-16,Baku,Business Registration,234,192,42,200,34,1.88,4.43
2025-11-16,Baku,Citizen Portal,266,174,92,233,33,4.95,4.23
2025-11-16,Ganja,E-Government,194,167,27,167,27,4.24,4.3
2025-11-16,Ganja,Digital ID,289,245,44,246,43,4.36,3.64
2025-11-16,Ganja,Online Payments,239,172,67,206,33,5.49,3.72
2025-11-16,Ganja,Business Registration,56,49,7,49,7,3.43,4.26
2025-11-16,Ganja,Citizen Portal,210,187,23,189,21,1.78,4.5
2025-11-16,Sumgait,E-Government,173,130,43,166,7,4.01,3.82
2025-11-16,Sumgait,Digital ID,231,191,40,210,21,2.61,3.96
2025-11-16,Sumgait,Online Payments,156,125,31,151,5,2.11,4.91
2025-11-16,Sumgait,Business Registration,74,60,14,62,12,5.01,4.56
2025-11-16,Sumgait,Citizen Portal,226,188,38,213,13,5.32,4.26
2025-11-16,Lankaran,E-Government,274,236,38,247,27,2.45,3.89
2025-11-16,Lankaran,Digital ID,158,118,40,142,16,4.96,4.67
2025-11-16,Lankaran,Online Payments,234,167,67,207,27,2.25,4.02
2025-11-16,Lankaran,Business Registration,291,241,50,263,28,2.84,3.76
2025-11-16,Lankaran,Citizen Portal,165,141,24,144,21,4.81,4.03
2025-11-16,Shaki,E-Government,260,168,92,232,28,3.39,4.33
2025-11-16,Shaki,Digital ID,227,136,91,218,9,3.85,4.13
2025-11-16,Shaki,Online Payments,166,142,24,148,18,3.52,4.06
2025-11-16,Shaki,Business Registration,238,188,50,232,6,4.12,4.01
2025-11-16,Shaki,Citizen Portal,105,69,36,102,3,4.24,4.06
2025-11-16,Nakhchivan,E-Government,182,156,26,169,13,3.83,4.14
2025-11-16,Nakhchivan,Digital ID,156,125,31,147,9,4.4,4.45
2025-11-16,Nakhchivan,Online Payments,150,122,28,129,21,2.1,4.68
2025-11-16,Nakhchivan,Business Registration,292,189,103,262,30,1.69,3.74
2025-11-16,Nakhchivan,Citizen Portal,147,108,39,134,13,4.93,4.57
2025-11-17,Baku,E-Government,236,184,52,222,14,3.48,3.72
2025-11-17,Baku,Digital ID,143,97,46,134,9,2.03,3.65
2025-11-17,Baku,Online Payments,177,153,24,171,6,2.15,3.54
2025-11-17,Baku,Business Registration,143,120,23,132,11,3.51,3.64
2025-11-17,Baku,Citizen Portal,108,76,32,102,6,3.13,4.66
2025-11-17,Ganja,E-Government,159,126,33,153,6,4.44,4.94
2025-11-17,Ganja,Digital ID,229,184,45,215,14,2.14,4.93
2025-11-17,Ganja,Online Payments,278,214,64,261,17,1.83,4.62
2025-11-17,Ganja,Business Registration,239,156,83,231,8,5.05,4.32
2025-11-17,Ganja,Citizen Portal,123,92,31,113,10,1.71,4.57
2025-11-17,Sumgait,E-Government,236,212,24,221,15,1.8,4.7
2025-11-17,Sumgait,Digital ID,123,103,20,117,6,2.14,3.57
2025-11-17,Sumgait,Online Payments,248,154,94,216,32,3.98,4.34
2025-11-17,Sumgait,Business Registration,162,122,40,154,8,2.57,4.91
2025-11-17,Sumgait,Citizen Portal,90,55,35,79,11,4.08,4.65
2025-11-17,Lankaran,E-Government,103,86,17,94,9,3.3,3.67
2025-11-17,Lankaran,Digital ID,290,186,104,262,28,5.05,3.72
2025-11-17,Lankaran,Online Payments,176,140,36,155,21,2.1,3.98
2025-11-17,Lankaran,Business Registration,224,159,65,213,11,5.38,4.9
2025-11-17,Lankaran,Citizen Portal,61,51,10,52,9,4.97,3.87
2025-11-17,Shaki,E-Government,95,57,38,81,14,4.59,4.0
2025-11-17,Shaki,Digital ID,214,157,57,194,20,1.74,4.89
2025-11-17,Shaki,Online Payments,247,181,66,232,15,2.82,3.79
2025-11-17,Shaki,Business Registration,131,98,33,119,12,1.73,4.95
2025-11-17,Shaki,Citizen Portal,93,65,28,90,3,2.62,4.41
2025-11-17,Nakhchivan,E-Government,191,163,28,185,6,2.58,4.41
2025-11-17,Nakhchivan,Digital ID,225,141,84,201,24,4.62,3.61
2025-11-17,Nakhchivan,Online Payments,280,240,40,269,11,4.18,4.02
2025-11-17,Nakhchivan,Business Registration,95,71,24,87,8,1.85,3.7
2025-11-17,Nakhchivan,Citizen Portal,175,148,27,168,7,5.11,4.09
2025-11-18,Baku,E-Government,134,100,34,114,20,4.43,3.73
2025-11-18,Baku,Digital ID,154,105,49,150,4,1.72,4.92
2025-11-18,Baku,Online Payments,275,166,109,266,9,2.65,3.7
2025-11-18,Baku,Business Registration,72,64,8,68,4,4.66,3.66
2025-11-18,Baku,Citizen Portal,159,130,29,147,12,3.63,4.78
2025-11-18,Ganja,E-Government,268,235,33,244,24,3.12,4.48
2025-11-18,Ganja,Digital ID,109,89,20,97,12,3.9,4.81
2025-11-18,Ganja,Online Payments,262,180,82,230,32,3.69,3.99
2025-11-18,Ganja,Business Registration,245,186,59,235,10,3.59,4.74
2025-11-18,Ganja,Citizen Portal,237,181,56,224,13,4.77,4.27
2025-11-18,Sumgait,E-Government,120,91,29,117,3,3.15,4.13
2025-11-18,Sumgait,Digital ID,179,159,20,160,19,2.42,4.8
2025-11-18,Sumgait,Online Payments,276,222,54,235,41,3.14,4.42
2025-11-18,Sumgait,Business Registration,281,223,58,244,37,4.56,3.69
2025-11-18,Sumgait,Citizen Portal,89,63,26,77,12,4.26,4.57
2025-11-18,Lankaran,E-Government,230,151,79,222,8,3.16,4.22
2025-11-18,Lankaran,Digital ID,130,88,42,113,17,4.81,4.61
2025-11-18,Lankaran,Online Payments,268,230,38,242,26,3.25,4.07
2025-11-18,Lankaran,Business Registration,105,83,22,100,5,2.23,4.11
2025-11-18,Lankaran,Citizen Portal,158,131,27,150,8,3.71,4.86
2025-11-18,Shaki,E-Government,263,170,93,247,16,3.42,4.13
2025-11-18,Shaki,Digital ID,216,149,67,207,9,4.65,4.47
2025-11-18,Shaki,Online Payments,219,181,38,188,31,3.93,4.49
2025-11-18,Shaki,Business Registration,264,168,96,246,18,1.63,3.65
2025-11-18,Shaki,Citizen Portal,279,220,59,257,22,4.52,4.63
2025-11-18,Nakhchivan,E-Government,152,94,58,144,8,1.82,4.76
2025-11-18,Nakhchivan,Digital ID,50,34,16,45,5,2.33,4.0
2025-11-18,Nakhchivan,Online Payments,227,145,82,204,23,5.45,3.74
2025-11-18,Nakhchivan,Business Registration,288,255,33,250,38,4.22,4.86
2025-11-18,Nakhchivan,Citizen Portal,143,125,18,130,13,2.38,4.09
2025-11-19,Baku,E-Government,103,90,13,91,12,1.55,4.21
2025-11-19,Baku,Digital ID,167,120,47,162,5,2.5,4.02
2025-11-19,Baku,Online Payments,144,100,44,129,15,1.9,3.5
2025-11-19,Baku,Business Registration,71,59,12,63,8,5.27,4.53
2025-11-19,Baku,Citizen Portal,72,46,26,69,3,2.51,3.84
2025-11-19,Ganja,E-Government,263,198,65,252,11,1.91,3.71
2025-11-19,Ganja,Digital ID,56,34,22,48,8,1.94,4.84
2025-11-19,Ganja,Online Payments,289,173,116,249,40,1.9,3.98
2025-11-19,Ganja,Business Registration,263,170,93,249,14,1.5,4.16
2025-11-19,Ganja,Citizen Portal,137,106,31,133,4,3.93,4.64
2025-11-19,Sumgait,E-Government,261,201,60,230,31,4.56,4.06
2025-11-19,Sumgait,Digital ID,144,112,32,134,10,4.87,4.75
2025-11-19,Sumgait,Online Payments,137,116,21,130,7,5.39,3.64
2025-11-19,Sumgait,Business Registration,94,70,24,88,6,5.42,4.3
2025-11-19,Sumgait,Citizen Portal,105,81,24,96,9,3.88,3.88
2025-11-19,Lankaran,E-Government,182,124,58,158,24,3.33,4.19
2025-11-19,Lankaran,Digital ID,106,74,32,100,6,4.15,3.95
2025-11-19,Lankaran,Online Payments,243,152,91,237,6,3.4,3.78
2025-11-19,Lankaran,Business Registration,140,109,31,119,21,4.18,4.48
2025-11-19,Lankaran,Citizen Portal,54,34,20,50,4,4.88,4.36
2025-11-19,Shaki,E-Government,226,182,44,195,31,4.93,4.22
2025-11-19,Shaki,Digital ID,261,193,68,225,36,2.33,4.72
2025-11-19,Shaki,Online Payments,220,185,35,211,9,4.23,3.94
2025-11-19,Shaki,Business Registration,64,42,22,56,8,5.45,4.0
2025-11-19,Shaki,Citizen Portal,206,178,28,178,28,4.29,4.26
2025-11-19,Nakhchivan,E-Government,189,123,66,172,17,5.31,4.86
2025-11-19,Nakhchivan,Digital ID,81,50,31,73,8,5.48,4.92
2025-11-19,Nakhchivan,Online Payments,131,93,38,127,4,5.31,4.34
2025-11-19,Nakhchivan,Business Registration,98,58,40,94,4,2.39,4.95
2025-11-19,Nakhchivan,Citizen Portal,220,132,88,198,22,4.9,4.97
2025-11-20,Baku,E-Government,94,81,13,82,12,3.18,4.89
2025-11-20,Baku,Digital ID,50,37,13,43,7,4.46,3.83
2025-11-20,Baku,Online Payments,297,215,82,281,16,5.14,4.83
2025-11-20,Baku,Business Registration,287,194,93,279,8,4.8,3.66
2025-11-20,Baku,Citizen Portal,227,143,84,204,23,4.38,4.44
2025-11-20,Ganja,E-Government,213,170,43,204,9,2.79,3.62
2025-11-20,Ganja,Digital ID,158,104,54,154,4,2.3,4.35
2025-11-20,Ganja,Online Payments,79,50,29,73,6,5.47,4.85
2025-11-20,Ganja,Business Registration,100,60,40,89,11,4.08,4.46
2025-11-20,Ganja,Citizen Portal,185,154,31,164,21,1.83,4.23
2025-11-20,Sumgait,E-Government,226,174,52,204,22,3.83,4.25
2025-11-20,Sumgait,Digital ID,84,60,24,72,12,2.45,4.51
2025-11-20,Sumgait,Online Payments,103,73,30,94,9,1.76,4.08
2025-11-20,Sumgait,Business Registration,61,41,20,58,3,2.29,4.32
2025-11-20,Sumgait,Citizen Portal,280,241,39,273,7,4.42,3.74
2025-11-20,Lankaran,E-Government,137,110,27,121,16,4.07,4.94
2025-11-20,Lankaran,Digital ID,271,200,71,240,31,4.05,3.58
2025-11-20,Lankaran,Online Payments,141,114,27,127,14,4.77,3.94
2025-11-20,Lankaran,Business Registration,196,136,60,187,9,1.87,4.81
2025-11-20,Lankaran,Citizen Portal,99,63,36,85,14,2.79,4.19
2025-11-20,Shaki,E-Government,294,226,68,255,39,4.82,4.86
2025-11-20,Shaki,Digital ID,267,169,98,245,22,1.88,3.88
2025-11-20,Shaki,Online Payments,233,195,38,214,19,4.33,4.82
2025-11-20,Shaki,Business Registration,239,200,39,233,6,3.62,4.36
2025-11-20,Shaki,Citizen Portal,247,218,29,215,32,3.11,4.93
2025-11-20,Nakhchivan,E-Government,207,129,78,197,10,5.44,3.6
2025-11-20,Nakhchivan,Digital ID,182,143,39,171,11,4.16,4.28
2025-11-20,Nakhchivan,Online Payments,293,216,77,249,44,3.72,4.19
2025-11-20,Nakhchivan,Business Registration,172,128,44,153,19,1.91,4.82
2025-11-20,Nakhchivan,Citizen Portal,249,203,46,230,19,3.74,4.1
2025-11-21,Baku,E-Government,136,111,25,125,11,2.12,5.0
2025-11-21,Baku,Digital ID,183,134,49,156,27,3.7,4.07
2025-11-21,Baku,Online Payments,87,71,16,76,11,3.23,4.46
2025-11-21,Baku,Business Registration,120,76,44,108,12,2.85,4.2
2025-11-21,Baku,Citizen Portal,135,112,23,126,9,3.56,4.51
2025-11-21,Ganja,E-Government,279,230,49,268,11,2.66,4.7
2025-11-21,Ganja,Digital ID,194,153,41,171,23,1.91,3.56
2025-11-21,Ganja,Online Payments,225,155,70,209,16,4.47,4.34
2025-11-21,Ganja,Business Registration,214,151,63,199,15,2.23,4.93
2025-11-21,Ganja,Citizen Portal,263,181,82,246,17,5.0,4.44
2025-11-21,Sumgait,E-Government,237,192,45,202,35,5.49,4.89
2025-11-21,Sumgait,Digital ID,188,128,60,171,17,4.54,4.96
2025-11-21,Sumgait,Online Payments,231,154,77,197,34,2.67,3.56
2025-11-21,Sumgait,Business Registration,118,100,18,110,8,1.54,4.98
2025-11-21,Sumgait,Citizen Portal,80,51,29,71,9,4.35,4.05
2025-11-21,Lankaran,E-Government,94,82,12,92,2,3.19,4.14
2025-11-21,Lankaran,Digital ID,174,110,64,166,8,1.79,4.21
2025-11-21,Lankaran,Online Payments,251,217,34,233,18,2.82,4.72
2025-11-21,Lankaran,Business Registration,281,213,68,244,37,4.34,4.24
2025-11-21,Lankaran,Citizen Portal,211,142,69,196,15,2.12,3.84
2025-11-21,Shaki,E-Government,166,110,56,146,20,4.03,3.59
2025-11-21,Shaki,Digital ID,80,55,25,77,3,1.66,4.54
2025-11-21,Shaki,Online Payments,51,43,8,48,3,3.29,4.89
2025-11-21,Shaki,Business Registration,179,143,36,163,16,3.38,4.19
2025-11-21,Shaki,Citizen Portal,187,115,72,181,6,4.17,4.43
2025-11-21,Nakhchivan,E-Government,246,216,30,223,23,4.16,4.39
2025-11-21,Nakhchivan,Digital ID,213,157,56,208,5,4.9,4.55
